index,cafe_name,city,province,phone_number,cost,work_start,work_end,cafe_address,hookah,internet,delivery,smoking,open_space,live_music,parking,pos,food_quality,service,cost_value,environment,follower,lat,lon
534, گالری فرش  ,tehran,میدان منیریه,0215538849,2,09:00:00,00:00:00,میدان منیریه، خیابان معیری، پلاک 116 و 118,False,False,False,False,False,False,False,True,0,0,0,0,0,35.68176217015216,51.39832109212875
535, احرار ,tehran,خیابان پیروزی,02177415614,2,17:00:00,00:00:00,خیابان پیروزی ، ۱۰۰متر پایین تر از چهار راه کوکا کولا ،نبش خیابان لادن غربی,True,False,False,True,False,False,False,True,0,0,0,0,0,35.69072147153982,51.47954642772674
536, استیج ,tehran,میدان دریاچه,0219191400470,2,07:00:00,12:00:00,میدان دریاچه، بلوار میعاد غربی، درب اصلی دریاچه، استیج غربی، پلاک 11,False,True,False,False,False,False,True,True,0,0,0,0,0,35.74825376601823,51.20605230331421
537, سوئینی ,tehran,بلوار فردوس غرب,0219124506742,2,12:00:00,00:00:00,بلوار فردوس غرب، بعد از بهار شمالی، نبش منوچهر غربی,False,False,False,False,False,False,False,True,5,4,3,3,0,35.72847429103377,51.28580923694254
538, شاین (مجتمع طوبی) ,tehran,چیتگر.بلوار کوهک مجتمع تجاری طوبی,02146088893,2,12:00:00,23:00:00,چیتگر.بلوار کوهک مجتمع تجاری طوبی,False,False,True,False,True,False,False,True,0,0,0,0,0,35.73002048568013,51.24873161315918
539, کایوتی ,tehran,خیابان انقلاب,02177538496,2,10:00:00,00:00:00,خیابان انقلاب، بین شریعتی و پل‌چوبی، کوچه توانا,False,False,False,False,False,False,False,True,0,0,0,0,0,35.70130794448126,51.43521353602409
540, دریمر ,tehran,خیابان کریمخان,02188349619,2,09:00:00,00:00:00,خیابان کریمخان، خیابان .خردمند جنوبی، ‌کوچه نوشهر، پلاک۳,False,False,False,False,False,False,False,True,4,4,3,4,0,35.71187796630077,51.42185576693741
541, روزاریو ,tehran,فلكه اول تهرانپارس,02176705347,2,12:00:00,00:00:00,فلكه اول تهرانپارس،خيابان قانع،روبروی درب اصلى پاساژ‌ سپيد،پلاك ٣١,False,False,False,False,False,False,False,True,2,4,4,2,0,35.72554935673058,51.52483390132409
542, لوکال ,tehran,ولنجک میدان دانشگاه انتهای بلوار دانشجو روبروی دبستان ایران زمین پلاک 15.1,02122180511,2,12:00:00,00:00:00,ولنجک میدان دانشگاه انتهای بلوار دانشجو روبروی دبستان ایران زمین پلاک 15.1,False,False,True,False,True,False,True,True,0,0,0,0,0,35.80884531367839,51.38930082321167
543, تک سین ,tehran,شهرک غرب,02122362809,2,09:00:00,00:00:00,شهرک غرب،بلوار دادمان،خیابان فخارمقدم،پلاک72,False,False,False,False,False,False,False,True,5,5,5,5,0,35.77096223758296,51.35603606700897
544, عمارت نظامیه ,tehran,ميدان بهارستان,02175904,2,09:00:00,23:00:00,ميدان بهارستان، خيابان مصطفى خمينى، خيابان نظاميه، كوچه اصالت، بن بست پنجم,False,True,False,False,False,False,False,True,0,0,0,0,0,35.68947812224497,51.43027156591415
545, دل وار ,tehran,نياوران,,2,09:00:00,00:00:00,نياوران، پايين تر از سه راه ياسر,False,True,False,False,False,False,False,True,0,0,0,0,0,35.81296657255366,51.45116026330344
546, لته باز ,tehran,خیابان بزرگمهر,02166453354,2,11:30:00,22:30:00,خیابان بزرگمهر،بین مظفروفلسطین،نبش ساختمان تجاری بزرگمهر,False,False,False,False,False,False,False,True,0,0,0,0,0,35.70404908909947,51.40385046601295
547, ایده کونفه ,tehran,قائم مقام,02188349691,2,08:00:00,00:00:00,قائم مقام ،میدان شعاع ،خردمند شمالی،خیابان‎ هجدهم,False,False,False,False,False,False,False,True,0,0,0,0,0,35.71974977319181,51.41972579061985
548, کانسپت ,tehran,خیابان انقلاب,021,2,09:00:00,23:00:00,خیابان انقلاب ، خیابان رازی ، نبش پارک دانشجو,False,False,False,False,False,False,False,True,0,0,0,0,0,35.70014589724229,51.40804409980774
549, میان ,tehran,انقلاب,02166424376,2,16:00:00,23:00:00,انقلاب، جمالزاده جنوبی، رشتچی، پ ۲۶,False,False,False,False,True,False,False,True,5,5,5,5,0,35.69968739034518,51.38968035578728
550, خانه سرهنگ ,tehran,انقلاب,,2,11:30:00,23:30:00,انقلاب، میدان فردوسی، خیابان پارس، شماره ۲,False,False,False,False,False,False,False,True,3,4,4,4,0,35.70007292838757,51.4177456498146
551, موزه گربه  ایرانی ,tehran,بلوارکشاورز,02188965459,2,12:00:00,23:00:00,بلوارکشاورز،خ وصال، نرسیده به ایتالیا، بن‌بست مریم,False,True,False,True,False,False,False,True,4,5,2,3,0,35.70754753267923,51.39814808964729
552, میژو ,tehran,بلوار فردوس شرق,02144078912,2,12:00:00,00:00:00,بلوار فردوس شرق، بين رامين و مالكى، پلاك ٢٤٨,False,True,False,False,False,False,False,True,4,4,3,4,0,35.72281528427004,51.32013469934463
553, کرنج ,tehran,پاسداران,02122951616,2,12:00:00,16:30:00,پاسداران، میدان هروی، خیابان ساقدوش، پایین تر از کوچه یاس پلاک 117/1,False,False,True,False,False,False,True,True,0,0,0,0,0,35.76753622179188,51.47224277257919
554, هننی دونات (شهرک غرب) ,tehran,شهرک غرب,02188580422,2,10:00:00,23:00:00,شهرک غرب، بلوار دادمان، نرسیده به  پل یادگار ، پلاک ۱۶۷,False,False,False,False,False,False,False,True,5,5,4,5,0,35.76428906918162,51.35061666369438
555, کالوشه ,tehran,چمران شمال,02122129960,2,10:00:00,00:00:00,چمران شمال، بعد از پل نیایش ، خیابان سئول ، شهرک سئول ، نبش هشتم شرقی( روبه روی درب غربی باشگاه انقلاب),False,True,False,False,False,False,True,True,0,0,0,0,0,35.77990770300752,51.39391422271728
556, سیناک ,tehran,سعادت آباد,02188686007,3,12:00:00,00:00:00,سعادت آباد ، نبشه کوچه ی سی و دوم، پلاک ۵ ، طبقه ی اول,False,True,True,True,False,False,False,True,0,0,0,0,0,35.77339759701229,51.37791198098354
557, بیترسوییت ,tehran,بلوار کشاورز,02188998810,2,09:00:00,23:30:00,بلوار کشاورز، برج سامان، بلوک 1,False,False,False,False,False,False,False,True,4,4,5,5,0,35.710005880166,51.39863491058349
558, قوام ,tehran,خیابان سی تیر,02166751622,2,10:00:00,00:00:00,خیابان سی تیر،روبروی کلیسای پطرس،پلاک ۱۱۲,False,True,False,False,False,False,False,True,0,0,0,0,0,35.69226814269198,51.41419239342213
559, آرمن یا ,tehran,مطهری,02188311142,2,08:00:00,23:00:00,مطهری،نرسیده به سهروردی،خیابان اورامان،نبش کوچه گروس,False,True,False,False,False,False,False,True,4,4,4,4,0,35.7236405730852,51.43267750740051
560, ودود ,tehran,میدان هروی,02122334700,2,10:00:00,00:00:00,میدان هروی، میدان ملت، خیابان ریحانی(محمدی)، روبرو بانک پاسارگاد,True,True,False,True,False,False,False,True,0,0,0,0,0,35.75157814189502,51.47970684076056
561, دایرکت ,tehran,فلکه دوم صادقیه,02144381000,2,12:00:00,00:00:00,فلکه دوم صادقیه، بلوار گلاب ، جنب پارک شهروند,False,True,False,False,False,False,False,True,4,4,4,4,0,35.71772726612671,51.34315609931946
562, روژدا ,tehran,میدان شیخ بهایی,02188049681,2,12:30:00,16:00:00,میدان شیخ بهایی، مرکز خرید سئول ، واحد ۵۶ و ۵۷,False,False,True,False,False,False,False,True,0,0,0,0,0,35.76620647223939,51.39524191617966
563, رزمیلو ,tehran,بلوار ارتش شرق,02122494643,2,12:00:00,00:00:00,بلوار ارتش شرق، مجتمع خرید پرنیان،طبقه هفتم,False,True,False,False,True,False,False,True,3,3,3,3,0,35.7950174485018,51.52171611785889
564, چلت ,tehran,بالاتر از فلکه سوم شهران,02191090317,2,11:00:00,00:00:00,بالاتر از فلکه سوم شهران، .ورودی۲کوهسار.، فودکورت ویولند,False,True,False,False,False,False,True,True,2,3,4,3,0,35.77654789919952,51.28686189651489
565, کتاب ققنوس ,tehran,خیابان انقلاب,02166403386,2,10:30:00,23:00:00,خیابان انقلاب ،خیابان وصال،کوچه شفیعی،پلاک ۱,False,True,True,False,True,False,False,True,5,4,5,4,0,35.70431699090757,51.39862418174744
566, وستیک ,tehran,سعادت آباد,02122389049,2,12:00:00,23:00:00,سعادت آباد،مجتمع تجاری اپال،طبقه دهم,False,True,False,False,False,False,False,True,4,4,4,3,0,35.77714740827791,51.35146826505661
567, دوناتو (پاسداران) ,tehran,پاسداران,02122564738,2,10:00:00,23:00:00,پاسداران،دروس،خیابان هاتف اصفهانی،نبش کوچه جواهری ،پلاک ۷,False,False,True,False,False,False,False,True,0,0,0,0,0,35.77504801866446,51.46155618131161
568, پالا ,tehran,خیابان نیاوران,02122834012,2,08:00:00,00:00:00,خیابان نیاوران، روبروی جماران، جنب بانک پاسارگاد، پلاک ۱۶۲,False,True,True,False,False,False,False,True,3,4,4,2,0,35.81191065574041,51.45951837301254
569, زبان کلامستان ,tehran,میدان پالیزی,02188533413,2,10:00:00,23:00:00,میدان پالیزی ، ابتدای خیابان قندی، نبش دوم ، پلاک 21 زیرزمین,False,True,False,False,False,False,False,True,0,0,0,0,0,35.7390570947403,51.44346803426742
570, هفت آسمان ,tehran,سعادت آباد,02188564018,2,11:00:00,00:00:00,سعادت آباد،خیابان دریا،نبش مطهری جنوبی,True,True,True,False,False,True,True,True,5,5,5,5,0,35.77101229103138,51.3662438839674
571, عمارت گود ,tehran,خیابان سمیه,02188827280,2,12:00:00,00:00:00,خیابان سمیه، خیابان موسوی نرسیده به ایرانشهر، خیابا فرصت،پلاک ۳۱,False,True,True,True,True,False,False,True,4,3,4,3,0,35.70427342969924,51.42141759395599
572, ال سولدادو ,tehran,خیابان شیراز جنوبی,02109125654731,2,08:00:00,00:00:00,خیابان شیراز جنوبی، خیابان علیخانی غربی، مجتمع ونک پارک، برج الوند، بال غربی، واحد ۲۹,False,True,True,False,False,False,False,True,0,0,0,0,0,35.75014978745867,51.39747284352779
573, رکورد ,tehran,شهرک غرب,02188573317,2,10:00:00,23:00:00,شهرک غرب،فاز۱،خیابان ایران زمین،مرکز خرید گلستان،حیاط شرقی پلاک ۲۶,True,True,False,True,True,False,True,True,0,0,0,0,0,35.75295346543009,51.37440115213394
574, سفره گالری گوهرانه ,tehran,پانزده خرداد,02133922495,2,08:30:00,17:00:00,پانزده خرداد،بازارچه تاريخي عودلاجان,True,True,True,True,False,False,False,True,0,0,0,0,0,35.677417772225,51.42759472131729
575, ریکوتا ,tehran,سعادت آباد,02188094633,2,07:00:00,23:00:00,سعادت آباد،بلوار دریا،خیابان رامشه،نبش توحید یکم,False,True,True,False,False,False,False,True,0,0,0,0,0,35.76760151170468,51.37527957558632
576, سالیز (فلکه دوم تهرانپارس) ,tehran,فلکه د.م تهرانپارس,02177763411,2,11:00:00,23:00:00,فلکه د.م تهرانپارس، پاساژ  پارسیان، بالکن سمت راست,False,True,True,False,False,False,False,True,0,0,0,0,0,35.73450136109795,51.5298056602478
577, سالیز (فرجام) ,tehran,تهرانپارس,02177763411,2,07:00:00,23:00:00,تهرانپارس ، فرجام ، نبش عادل جنوبی,False,True,True,False,False,False,False,True,0,0,0,0,0,35.73574149749795,51.52777527650215
578, سودا (هتل آتانا) ,tehran,میدان فلسطین,02141912,2,08:00:00,00:00:00,میدان فلسطین، ابتدای خیابان طالقانی غربی،پلاک 401 هتل آتانا,False,True,True,False,False,False,True,True,3,5,5,5,0,35.70630825722975,51.40220560133457
579, سریزو ,tehran,شریعتی,02122925762,2,08:00:00,22:00:00,شریعتی، روبه رو حسینیه ارشاد، نبش بن بست هدیه,False,False,False,False,False,False,False,True,5,5,5,5,0,35.75673326777148,51.44763149321079
580, مون چری ,tehran,شهرک غرب,02188370725,2,08:30:00,00:00:00,شهرک غرب، بلوار دادمان، خیابان فخار مقدم ، نبش گلبرگ 2 غربی,False,True,True,False,False,False,False,True,4,5,4,4,0,35.76625740123143,51.357334221783
581, دوبرا (پاسداران) ,tehran,پاسداران,02122797549,2,12:00:00,00:00:00,پاسداران،خيابان داوود اسلامي،بين گلستان دوم و سوم,False,True,False,False,False,False,False,True,4,4,4,4,0,35.76889641723651,51.4661568403244
582, کاسا دل ,tehran,فلکه اول تهرانپارس,02177736003,2,09:00:00,23:30:00,فلکه اول تهرانپارس، امیری طائمه، پلاک 20،ط 1,True,True,True,True,True,False,False,True,5,5,5,4,0,35.72628078660368,51.52391955256462
583, زرافه (تهرانپارس) ,tehran,تهرانپارس شرقی,02177964767,2,08:30:00,23:00:00,تهرانپارس شرقی ، میدان رهبر ، ابتدای خیابان زهدی ، کوچه روشن شرقی,False,False,False,False,False,False,False,True,0,0,0,0,0,35.74228825482508,51.56452173303753
584, مانی (گیشا) ,tehran,گیشا,02188272823,2,11:00:00,00:00:00,گیشا ، بین خیابان 10 و 12 ، پلاک 13,True,True,False,False,False,False,True,True,0,0,0,0,0,35.73122999851638,51.37872353196144
585, شهریار ,tehran,خیابان شریعتی,02186043927,2,10:30:00,23:00:00,خیابان شریعتی ،خیابان شهید قندی، پارک اندیشه ، فرهنگسرای اندیشه,False,True,False,False,True,False,False,True,3,4,5,3,0,35.73802622633656,51.44500225782394
586, دایس ,tehran,پل کریمخان,02188842538,2,08:00:00,23:00:00,پل کریمخان،ابتدای میرزای شیرازی،نبش کوچه یکم ،پلاک 3/2,False,False,False,True,False,False,False,True,4,3,4,3,0,35.71603409152973,51.41673177480697
587, مینگو ,tehran,میدان انقلاب اسلامی,02166563877,2,11:00:00,23:00:00,میدان انقلاب اسلامی، خیابان کارگر شمالی، بالاتر از خیابان نصرت,False,False,False,False,False,False,False,True,0,0,0,0,0,35.70755597247723,51.39015894255845
588, کتاب رنگی ,tehran,بلوار کشاورز,02166976042,2,08:00:00,23:00:00,بلوار کشاورز، خیابان 16 آذر ،بن بست پارسی ،پلاک 6,False,True,False,False,False,False,False,True,0,0,0,0,0,35.70473953339304,51.39185428619385
589, عمارت اطلسی ,tehran,میدان فلسطین,02166975237,2,08:00:00,22:00:00,میدان فلسطین،خیابان طالقانی غرب،خیابان سرپرست جنوبی،کوچه پارس,False,True,False,False,True,False,False,True,4,4,5,4,0,35.70520255757866,51.40219952529902
590, گل ,tehran,حکیمیه,02109125150690,2,09:00:00,23:00:00,حکیمیه، خیابان چمن آرا، روبرو در شمالی دانشگاه آزاد، گلخانه آیت,False,False,False,False,False,False,False,True,4,4,5,4,0,35.7497644916952,51.57571971416473
591, بشکه (ستاری) ,tehran,اتوبان ستاری,02109357320021,2,11:00:00,00:00:00,اتوبان ستاری، کوروش مال، طبقه همکف واحد ۹,False,False,False,False,False,False,False,True,0,0,0,0,0,35.73840173353947,51.31369380740088
592, پارلان ,tehran,یوسف آباد,02188009591,2,09:00:00,00:00:00,یوسف آباد، خیابان مهرام، جنب شیرینی فروشی بی بی,False,True,False,False,False,False,False,True,0,0,0,0,0,35.73181243063871,51.40253484249115
593, آی من ,tehran,بلوار کشاورز,02188982566,2,08:30:00,00:00:00,بلوار کشاورز، ابتدای خیابان ۱۶ آذر,False,True,False,False,False,False,False,True,4,2,4,2,0,35.7069219078942,51.3916289806366
594, گعده ,tehran,خیابان طالقانی,02199802768,2,11:00:00,23:30:00,خیابان طالقانی،نرسیده به خیابان قرنی،روبروی هتل اطلس،پلاک ۲۹۸,True,True,False,True,False,True,False,True,0,0,0,0,0,35.7065562,51.4175682
595, رایمون ,tehran,شریعتی,02126601561,2,12:00:00,00:00:00,شریعتی، بعد از دولت، نبش سینما فرهنگ، بالای بانک پارسیان، پلاک 1606,False,True,False,False,True,False,True,True,0,0,0,0,0,35.7761925685276,51.43608202949858
596, دست ,tehran,شهرك غرب,02188562015,2,10:00:00,00:00:00,شهرك غرب،خيابان هرمزان،خيابان پيروزان جنوبي،مجمتع آموزشي نيكوكاري رعد,False,True,False,False,True,False,False,True,4,4,4,4,0,35.76075448430738,51.37020349502563
597, لابار (شیان) ,tehran,شیان,02122953074,2,08:00:00,00:00:00,شیان،میدان طجرلو،مجتمع روژ هوم سنتر،تراس شرقی,False,True,False,True,True,False,True,True,5,5,5,5,0,35.77034744809226,51.49137161672115
598, پرسه ,tehran,خیابان انقلاب,02166493623,2,09:30:00,23:00:00,خیابان انقلاب، صبای جنوبی، نبش کوچه سرمد,False,True,False,False,False,False,False,True,4,4,4,4,0,35.69996892042697,51.40395507216453
599, سه ضلعی  ,tehran,خیابان انقلاب,02166959918,2,10:00:00,23:00:00,خیابان انقلاب، خیابان فلسطین، کوچه پشن، پلاک ۱۵,False,True,False,False,False,False,False,True,0,0,0,0,0,35.69971684029862,51.40302682401739
600, سه گاه ,tehran,میدان انقلاب,0219358509236,2,11:00:00,23:00:00,میدان انقلاب، کارگرشمالی، بعد از چهار‌راه نصرت، نبش بن‌بست مهناز,False,False,False,False,False,False,False,True,5,4,5,4,0,35.70565088733307,51.3903859452598
601, جیلاردینو ,tehran,پونک,0214449205,2,10:00:00,00:00:00,پونک،مجتمع تجاری بوستان،درب اصلی،راه پله ی سمت راست،طبقه2,True,True,False,True,True,False,False,True,3,2,3,2,0,35.7607305426182,51.3348700851202
602, گدار ,tehran,انقلاب,0214469,2,09:00:00,20:30:00,انقلاب، خیابان قدس، خیابان پورسینا، نبش کوچه جلالی,False,True,False,False,False,False,False,True,4,4,4,4,0,35.7066344128738,51.39367818832397
603, آروما (بهشتی) ,tehran,انتهای خیابان شهید بهشتی,02109372293610,2,09:00:00,00:00:00,انتهای خیابان شهید بهشتی، بعد از تقاطع قایم مقام فرهانی، هتل آروما,False,True,False,True,False,False,False,True,5,5,5,5,0,35.7279191993297,51.41694804648498
604, فروغ (انقلاب) ,tehran,خیابان انقلاب,02166407186,2,08:00:00,23:00:00,خیابان انقلاب، بین چهار راه ولیعصر و پل کالج، روبروی خیابان خارک، پلاک 793,False,True,False,True,False,False,False,True,3,3,3,3,0,35.70150724422756,51.41032934188843
605, چوبیک (عرش آجودانیه) ,tehran,عرش آجودانیه,0219125062720,2,11:00:00,23:00:00,عرش آجودانیه,False,False,False,False,False,False,False,True,0,0,0,0,0,35.81591222545367,51.48393720388412
606, 3 تی (کریمخان) ,tehran,کریمخان,02186037498,2,11:00:00,00:00:00,کریمخان، خیابان آبان جنوبی، خیابان سپند، پلاک ۶۹,False,False,False,False,True,False,False,True,3,3,2,2,0,35.71143675050493,51.41402006149292
607, کد ,tehran,خیابان ایرانشهر,02188837955,2,09:00:00,00:00:00,خیابان ایرانشهر،پایین تر از خیابان سمیه،کوچه مهزاد پلاک ۸,False,True,False,True,False,False,False,True,0,0,0,0,0,35.70441282548209,51.4204553514719
608, خیابون ,tehran,خيابان سهروردي شمالي,02188171357,2,12:00:00,00:00:00,خيابان سهروردي شمالي،خیابان خرمشهر،خیابان نيلوفر نبش دوم پلاك ١٢,True,False,False,False,False,False,False,True,1,1,1,5,0,35.73635906508162,51.43276870250702
609, افست ,tehran,خيابان انقلاب,02166700666,2,09:30:00,23:30:00,خيابان انقلاب،نرسيده بين چهارراه وليعصر و پل كالج جنب رخت ايراني بته جقه پلاك ٩٧٤,False,True,False,False,True,False,False,True,4,4,4,3,0,35.70105854682921,51.40982910990715
610, دفینه ,tehran,دروازه شمیران,02177647478,2,10:00:00,23:30:00,دروازه شمیران، اول خ روشندلان پلاک 4,False,True,False,False,False,False,False,True,0,0,0,0,0,35.69920709882033,51.43700122833252
611, هیزم ,tehran,بزرگراه رسالت,02122508749,2,07:30:00,23:00:00,بزرگراه رسالت، بین کرد و کرمان، خیابان برادران محمودی (لاهیجانی)، پلاک 20,False,True,True,True,False,False,False,True,0,0,0,0,0,35.73939890032483,51.47941567003727
612, بامبو (سعادت آباد) ,tehran,میدان کاج,02122376525,2,10:00:00,22:00:00,میدان کاج، مجتمع سروستان، طبقه دوم، واحد ۴۲,False,True,False,False,False,False,False,True,0,0,0,0,0,35.78160604721385,51.37569263577461
613, کلبه فدک ,tehran,نارمک,02177035706,2,11:00:00,00:00:00,نارمک، خیابان شهید مدنی، نظام آباد، بالاتر از مترو فدک، نبش کوچه علیجانی 122,True,True,False,False,False,False,False,True,0,0,0,0,0,35.72794108224664,51.47725582122803
614, بستنی رضا (نارمک) ,tehran,نارمک,02177818421,2,11:00:00,00:00:00,نارمک، گلبرگ غربی، میدان حلال احمر، روبروی پارک فدک,False,False,False,False,False,False,False,True,2,1,1,2,0,35.72696123982278,51.48090362548828
615, ها (ولیعصر) ,tehran,چهارراه ولیعصر,02166959331,2,09:00:00,00:00:00,چهارراه ولیعصر،روبروی تئاتر شهر،کوچه سرمد،پلاک 10,False,True,False,False,False,False,False,True,0,0,0,0,0,35.70007401747545,51.40440702438354
616, سیلک ,tehran,میدان انقلاب,02166419145,2,09:00:00,23:00:00,میدان انقلاب، کارگر شمالی، نبش نصرت ، پلاک ۱۵۱۹,False,True,False,False,False,False,False,True,0,0,0,0,0,35.70537225390662,51.39058157801628
617, روکا لانژ ,tehran,فرمانیه,02140227002,2,08:30:00,23:30:00,فرمانیه،نارنجستان هفتم (شهید جهانبخش‌نژاد)،مرکز خرید پارک سنتر،طبقه دوم.,False,True,False,False,True,False,True,True,3,3,3,2,0,35.79978291164826,51.47812083363533
618, سنگلج ,tehran,حسن آباد,02155693105,2,12:00:00,22:00:00,حسن آباد، خیابان وحدت اسلامی، پارک شهر، مرکز پارک,False,True,False,False,False,True,False,True,0,0,0,0,0,35.68262492112781,51.41518950462341
619, سلینی ,tehran,نارمک,02177230600,2,12:00:00,00:00:00,نارمک، میدان رسالت، خیابان هنگام، خیابان فرجام، بعد از میدان ۱۰۰، پلاک ۶۲۵,False,False,False,False,False,False,False,True,4,4,4,4,0,35.73887530582213,51.50075197219848
620, آکوآ (پیروزی) ,tehran,خیابان پیروزی,02177759063,2,10:00:00,00:00:00,خیابان پیروزی، نرسیده به چهارراه کوکاکولا، مجتمع تجاری پانوراما، طبقه منفی ۳,False,True,False,False,False,False,False,True,3,3,4,4,0,35.6920350547335,51.47939220070839
621, سیاه و سفید ,tehran,شهرری,02133636280,2,11:00:00,23:00:00,شهرری، میدان نماز، خیابان دیلمان شمالی، خیابان ایثار، پلاک ۱۶,True,True,False,False,False,False,False,True,0,0,0,0,0,35.60429503249008,51.43438293423344
622, ژلینو (ابوذر) ,tehran,بلوار ابوذر,02133838444,2,09:00:00,00:00:00,بلوار ابوذر، پل پنجم، خیابان ده حقی، نبش کوچه علامه جنوبی، پلاک 137,False,True,False,False,False,False,False,True,0,0,0,0,0,35.65731368284408,51.48175120353699
623, ج (پاسداران) ,tehran,خیابان پاسداران,,2,11:30:00,23:00:00,خیابان پاسداران، خیابان دولت، نرسیده به چهار راه قنات، خیابان سنجابی، پلاک 14,True,True,False,False,False,False,False,True,4,5,2,4,0,35.78043864346745,51.45559698343277
624, خانه بستنی سی دا (سعادت آباد) ,tehran,سعادت آباد,02188562371,2,11:00:00,00:00:00,سعادت آباد،میدان فرهنگ،بلوار فرهنگ،نبش کوچه 30,False,False,True,False,False,False,False,True,0,0,0,0,0,35.77529446452508,51.38459086418152
625, خسرو ,tehran,ستارخان,02144373912,2,11:00:00,00:00:00,ستارخان،خیابان خسرو جنوبی،پلاک40,True,True,False,False,True,True,False,True,4,4,3,4,0,35.71926688047716,51.34619571268558
626, کتاب (ایران مال) ,tehran,ایران مال,02147675114,2,11:00:00,23:00:00,ایران مال، طبقه G2,False,False,False,False,False,False,True,True,3,4,5,4,0,35.75300788366821,51.19040966033935
627, خانه دوست کجاست ,tehran,خیابان انقلاب,02166961296,2,08:00:00,00:00:00,خیابان انقلاب، فلسطین جنوبی، ابتدای کوچه پشن,False,True,False,False,False,True,False,True,4,4,4,4,0,35.6999098,51.4030515
628, پلاک (فلسطین) ,tehran,میدان فلسطین,02188966863,2,08:00:00,23:00:00,میدان فلسطین، فلسطین شمالی، بن بست سعیدی، پلاک 9,False,True,False,False,False,False,False,True,4,3,3,4,0,35.70782794602408,51.40380084514618
629, صدف (تهرانپارس) ,tehran,تهرانپارس,02177199141,2,09:00:00,23:00:00,تهرانپارس، خیابان فرجام، خیابان سراج، خیابان جهانشاهلو (سی متری دوم)، پلاک 191,True,True,True,False,False,False,False,True,0,0,0,0,0,35.75054566629924,51.5183433277856
630, ماها ,tehran,سعادت آباد,02188073236,2,09:00:00,23:30:00,سعادت آباد،بلوار دریا،انتهای خیابان رامشه،نبش کوچه مهرداد,False,True,False,False,True,False,False,True,5,4,5,5,0,35.76725982723389,51.3752943277359
631, بیژن ,tehran,کریمخان زند,02109121770215,2,10:00:00,23:00:00,کریمخان زند،میرزای شیرازی اول، کوچه ۴،پلاک۲,False,True,True,True,False,False,False,True,0,0,0,0,0,35.71745967162182,51.41529076081463
632, شادان ,tehran,صادقیه,02144037941,2,12:00:00,00:00:00,صادقیه ، بلوار فردوس شرق، ابتدای گلستان شمالی پلاک 4,True,True,True,False,False,True,False,True,0,0,0,0,0,35.7230112639184,51.32077574729919
633, کامارو ,tehran,فلکه دوم تهرانپارس,02177870055,2,08:00:00,22:30:00,فلکه دوم تهرانپارس،نبش 166غربی,False,True,False,False,False,True,False,True,0,0,0,0,0,35.7337785158406,51.52854368090629
634, چوگان ,tehran,پل سیدخندان,02188535677,2,11:00:00,23:30:00,پل سیدخندان،خیابان میرمطهری،نرسیده به سهروردی، پلاک۹۰,True,True,False,True,False,False,False,True,0,0,0,0,0,35.74198960831774,51.4442827552557
635, زی کوک  ,tehran,شهرک اکباتان,02144667719,2,10:00:00,00:00:00,شهرک اکباتان، فاز یک، خیابان شهید حنانی، مرکز تجاری هفت، راهروی پایین,False,True,True,False,False,False,False,True,5,5,5,5,0,35.70539185618312,51.31278276443481
636, رام ,tehran,خیابان مطهری (تخت طاووس),02188310636,2,08:00:00,00:00:00,خیابان مطهری (تخت طاووس)، خیابان مهرداد، شماره 16,False,False,False,True,False,False,False,True,5,5,5,5,0,35.72330305494601,51.4292711019516
637, لوسن ,tehran,بالاتر از تهرانپارس,02177076096,2,10:00:00,23:00:00,بالاتر از تهرانپارس ، شهرك اميد، مجتمع تجاري، پلاك ٣٣,False,True,False,False,False,True,False,True,3,4,4,4,0,35.76006017239629,51.53450757265091
638, نوا ,tehran,خیابان سئول,02188610275,2,11:00:00,23:30:00,خیابان سئول،میدان شیخ بهایی،پاساژ پارک سئول،پلاک ۵۱,False,True,False,True,True,False,False,True,5,5,5,5,0,35.76564279100645,51.3955208659172
639, بردلند ,tehran,سعادت آباد,02122071816,2,16:00:00,00:00:00,سعادت آباد، خیابان سرو غربی، خیابان بخشایش،خیابان بهار ۱، پلاک ۱۰,False,True,False,False,False,False,False,True,2,2,4,2,0,35.7789930149109,51.36500470415683
640, بازدید ,tehran,خیابان مطهری,02188308371,2,10:00:00,22:00:00,خیابان مطهری، خیابان مفتح، کوچه مرزبان‌نامه، خانه شماره ۱۳,False,False,False,False,False,False,False,True,3,3,3,3,0,35.72349685585882,51.42698585987091
641, مورف ,tehran,چهارراه ولی عصر,02166955802,2,08:00:00,00:00:00,چهارراه ولی عصر،خیابان مظفر جنوبی،پایین تر از کوچه پشن،نبش ساختمان علاءالدین,False,True,False,False,False,True,False,True,5,5,5,5,0,35.69947610599451,51.40380218625069
642, گالری عمارت دل ,tehran,تقاطع خیابان فلسطین جنوبی و خیابان بزرگمهر,02109100775588,2,09:00:00,23:30:00,تقاطع خیابان فلسطین جنوبی و خیابان بزرگمهر،روبروی سفارت فلسطین، پلاک ۳۵۶,False,False,False,True,True,False,False,True,4,3,4,4,0,35.70447598911594,51.40313029289245
643, هیچ  ,tehran,بلوار کشاورز,02188953370,2,10:00:00,00:00:00,بلوار کشاورز، خیابان کبکانیان، پلاک ۵,False,False,False,False,False,False,False,True,0,0,0,0,0,35.7112668768313,51.40369087457657
